0.9504,1.0513,2.352,3.3509
-2.5378,0.5671,6.1938,-1.6954
-0.8078,0.502,5.2278,1.6962
2.1619,-1.5679,3.9579,10.5284
1.7169,-1.2,3.1618,8.3831
-0.4171,2.9907,9.961,2.9215
-4.2674,-1.7211,2.652,-5.7443
3.7927,-0.7828,1.5775,11.5095
3.3374,1.2212,6.1168,12.0851
-4.9218,1.9026,2.9938,-12.4178
1.6339,2.6336,1.3429,1.8422
0.5322,-1.3659,6.0483,8.0396
2.1761,-1.7784,6.3424,12.7957
4.0534,2.0766,0.923,8.5182
-0.7642,-1.3399,0.0355,-0.0838
-2.3804,1.4474,5.5168,-3.8427
-0.7231,-2.942,0.7524,3.1007
0.4559,2.0076,5.8251,2.7548
-3.5191,-2.2353,3.0826,-2.9948
3.607,2.3935,2.1008,7.2693
-2.5047,-2.3832,7.8012,3.3061
1.2066,-2.0727,9.2988,12.9462
3.6461,2.8572,8.1077,11.9363
2.3656,-1.0069,9.3082,14.624
3.0224,2.1844,8.1075,11.1465
-3.919,2.233,8.5859,-5.3068
-2.7757,1.8995,4.603,-5.9077
-2.724,-2.858,1.9313,-1.0471
-1.7174,2.1861,9.6689,0.5215
-1.0032,2.8869,5.3622,-1.5488
4.3924,-2.3079,9.704,22.0781
-2.3453,-2.3496,4.3456,1.3604
2.2855,-1.1179,6.0621,11.7215
0.7659,-1.4717,7.0879,9.4769
-4.9831,2.5535,5.3845,-11.5639
1.7063,-0.8147,0.6997,5.3999
1.6424,-1.0188,3.1392,8.2181
-1.9968,-1.1443,4.0839,-0.6278
-0.976,-1.2261,1.2729,-0.453
1.7732,2.4168,6.1551,6.5566
-1.9905,0.2876,0.0041,-5.42
0.7998,0.9282,4.6499,4.8223
-0.5784,-1.7178,4.7319,5.0077
-3.3031,-2.4912,5.1545,-1.2067
1.3294,-0.9889,8.1842,11.1596
-2.7536,-1.8052,0.2443,-4.7902
-2.5516,-0.1492,8.4974,0.8913
1.2977,-1.8334,6.9635,11.3355
-0.0562,-1.5361,6.5606,7.6047
2.7005,-2.3605,4.2515,13.2384
-3.2411,2.7478,5.1796,-7.3154
3.4834,-0.2612,8.0142,15.5298
1.6758,2.9274,5.9545,5.7488
1.1265,1.3156,5.0478,4.949
3.3057,0.2872,8.9721,15.0549
-2.4081,-1.5166,6.3766,0.7125
2.6581,0.1278,6.2675,11.4746
-2.1427,-1.3697,3.1971,-0.8994
0.4015,-2.1698,2.3126,5.5126
-4.3577,-0.5544,5.4261,-6.2735
-0.8423,-1.759,4.2014,3.8706
1.9552,2.1404,7.6559,8.0066
-1.1962,-2.9646,3.5176,3.6904
4.5343,-0.4859,7.4752,17.3597
0.4613,0.6195,2.2054,2.1735
-4.7098,-0.9832,6.7914,-4.748
-0.9568,-2.0097,4.6739,4.2508
-4.7303,-0.6359,5.6439,-6.1832
-4.729,0.8565,1.357,-11.9439
-1.209,-1.73,3.2685,1.8644
2.6123,-0.7252,7.5201,13.6023
-4.1809,-2.8837,5.3942,-2.5873
4.9991,-0.9002,6.5014,18.9541
2.5423,2.6977,1.9936,4.0164
-4.7962,-2.0857,1.2622,-8.4567
-2.8204,1.1968,7.669,-2.8096
-3.3221,0.6435,7.4793,-2.741
4.6472,-2.3514,0.2568,15.246
-1.8804,1.0641,9.5817,1.2024
-4.24,1.1437,6.2724,-6.7815
-3.981,1.6349,8.5029,-5.3985
4.8384,1.6958,3.472,12.5793
-0.7162,-0.7766,5.0596,2.95
3.2233,-2.3668,9.6079,19.312
1.3559,1.9722,7.0731,6.0356
4.6547,-1.3795,8.082,20.0883
0.3817,-0.099,4.3557,4.5394
3.5171,1.9844,0.8666,6.6709
3.8163,-1.5368,4.6471,15.0311
-4.713,2.1057,1.8184,-13.2523
-2.8788,1.787,3.4034,-6.4568
-2.2373,-2.9391,9.4806,5.4935
-4.1439,1.3204,4.8858,-8.1441
1.459,-0.0551,7.9293,9.6037
-4.0695,-1.6704,6.9179,-2.6048
-0.2674,0.1855,4.255,2.8659
2.4594,-1.0153,7.0285,13.0611
-3.7934,-1.8445,1.1955,-5.903
0.3586,1.5731,1.8515,0.4051
2.2459,2.8596,5.2464,6.4317
-2.17,-2.3968,1.9412,-0.7296
-4.8585,0.2048,2.7431,-10.0313
4.7429,0.3202,6.9742,17.4443
-0.0912,2.2363,5.7406,1.888
-0.306,-0.3572,1.8436,1.8512
-0.2227,1.9327,4.0071,0.3629
-4.2592,0.7767,0.5361,-11.0003
-1.9616,2.9635,1.1845,-7.498
2.6444,0.6379,7.9074,12.1632
-0.4949,-0.3437,8.6017,6.4515
4.9003,-1.1677,6.2103,18.3568
4.4759,-1.7533,2.1103,14.8442
1.6043,-2.0577,1.7381,8.0957
-0.495,0.5629,2.9126,0.3709
-2.6852,1.2417,7.0299,-3.142
4.2391,1.727,6.2506,13.4835
1.6118,2.602,4.2514,3.6316
4.0841,1.9598,0.7141,8.1141
-3.3408,-1.1543,7.4896,-1.0842
-3.7565,1.1321,6.9973,-5.3693
4.4268,0.0028,4.938,15.0885
-0.6797,-1.0661,2.5037,1.731
-4.0867,2.7715,8.3596,-7.7877
4.9957,1.0337,2.6951,12.9665
-4.5977,1.5376,4.705,-10.1165
-3.1851,0.512,6.3478,-4.0941
-0.0827,-2.4525,3.4796,5.5418
3.5773,-1.0212,6.9367,16.2072
-2.1178,2.6712,8.1357,-2.5728
-1.8548,-1.0604,9.7018,4.4006
-0.9582,0.0876,9.8812,5.1898
-0.8675,-1.8745,3.6178,2.8485
2.5644,0.7525,7.5999,11.6218
4.2767,-0.3713,6.9825,17.1232
-3.7857,2.8389,6.0887,-8.2721
0.5084,0.3135,0.9321,1.7849
4.9226,2.4776,4.6145,13.1964
-0.0162,1.2996,5.0887,2.7222
-2.2658,2.0083,9.8024,-0.4183
-1.1641,2.5312,5.0824,-1.7555
3.7933,2.1842,2.7625,8.931
4.3425,0.0464,8.2055,17.0594
