-0.5036,-1.6441,-0.0592,0
0.187,1.7681,-0.9431,1
-0.8983,0.6459,-0.1672,0
-0.3706,-0.034,-0.6958,0
-1.5994,0.8815,-1.0951,0
2.3308,0.4346,-1.2765,1
0.5661,0.3346,0.7622,1
2.3177,-0.7328,-0.7078,1
-1.212,-1.9622,-0.7464,0
0.569,0.0305,-0.4914,1
-1.4765,0.6958,-0.5016,0
-2.0803,-0.3033,-0.2645,0
-2.1401,1.6544,0.846,0
0.0818,0.2621,0.5273,1
-0.0618,1.7826,1.656,1
0.161,0.8805,0.8735,1
-0.6761,-2.2566,0.906,0
-3.1375,3.5777,0.8704,1
0.3754,0.1022,1.7514,1
-1.8925,-2.3204,-0.5981,0
-0.5236,-2.0129,0.1539,0
0.2719,-1.6277,1.6031,0
-2.7841,-2.5534,0.3761,0
-0.415,0.8355,-0.619,1
-2.0667,-1.2911,-0.6836,0
1.05,-0.9599,0.7614,1
1.1762,2.0812,0.9007,1
1.5687,1.5397,-0.5167,1
-0.5238,-3.6603,0.2918,0
-1.3475,0.8031,0.5275,0
-2.7042,-2.0277,-0.3493,0
-1.0352,0.334,-1.1554,0
0.0944,-3.377,-2.1551,0
1.4333,-2.6106,-0.5599,0
-2.8347,-2.8177,-0.3989,0
-0.8203,1.9652,0.4495,1
-0.5222,1.5154,1.1166,1
0.8226,-0.8126,1.0186,1
3.537,1.3211,1.7707,1
1.8532,1.6977,-1.0902,1
-2.2271,-0.099,-1.6695,0
-1.1859,1.7347,-0.6652,1
1.0664,-2.7025,-0.4936,0
2.0469,0.417,0.2903,1
3.4094,2.5936,-0.8769,1
2.6358,-1.2305,-0.0176,1
0.0304,2.1461,-1.1293,1
0.9037,1.048,0.8115,1
-0.4208,2.0068,-0.7115,1
2.2941,0.7045,-1.4001,1
0.8158,0.3586,-0.3557,1
-1.4725,-0.4804,-1.4422,0
3.3814,-2.2566,-0.6613,1
2.2898,1.1701,0.7202,1
3.0334,-0.6243,-1.0465,1
1.6885,1.5926,-0.3269,1
-2.5312,2.4783,0.5758,0
-2.7469,1.5599,-1.441,0
-0.9653,-2.2466,-0.6378,0
-1.6666,-1.2266,0.7243,0
0.5892,1.2575,1.0923,1
-0.7454,0.1598,0.5382,0
3.4135,1.7982,1.3816,1
2.0379,2.1145,-1.7847,1
1.7617,0.4258,0.0542,1
-1.0545,-0.8505,0.4162,0
1.68,-2.9956,0.2181,0
-1.1214,-1.9016,0.3926,0
-0.6574,-1.3181,-0.7692,0
0.5626,-0.0201,-1.0916,1
-1.682,-0.365,0.4051,0
-2.0994,0.9762,-0.824,0
5.4555,-1.882,-0.7901,1
0.388,-1.8048,0.8276,0
3.6028,-0.7752,0.1728,1
-1.0355,-0.0001,1.4317,0
1.7885,-1.8084,1.5459,0
2.3241,0.9727,-0.6592,1
0.1314,-1.5909,0.4676,0
-0.6329,-4.4699,0.9262,0
0.3829,2.157,-0.1362,1
0.3769,2.2307,0.3878,1
0.576,6.4288,-0.169,1
0.3384,3.4681,-0.805,1
-2.082,-2.8641,0.5337,0
1.2513,1.483,-1.3536,1
2.0117,2.3945,-0.0973,1
0.0651,1.3512,0.3671,1
1.2839,-2.1722,-0.1746,0
-2.4249,1.2626,0.5302,0
