-3.9033,-5.1705,-0.5851,-0.0543,0
-4.0779,-3.7979,0.5586,-0.2002,0
-3.3191,-4.1446,-0.097,0.1285,0
-6.0677,-3.9336,-0.3191,-0.4649,0
-5.887,-4.4429,-0.9387,0.4351,0
-4.2393,-5.6821,-0.3368,0.3775,0
-4.5949,-4.2812,-0.1846,-0.0641,0
-1.6998,3.9545,-0.279,1.4769,1
-0.213,3.5444,0.4942,-0.078,1
0.2533,3.1259,0.7776,-0.3138,1
0.3754,5.1324,-0.1523,-0.0001,1
0.5865,4.6827,-0.545,0.0907,1
-0.9454,3.2546,-0.3242,0.608,1
1.5966,6.6055,-0.0283,-0.4207,1
-0.9695,5.6075,-0.7692,-0.1585,1
-0.5661,5.75,-0.5067,0.5508,1
1.3134,3.8332,0.2327,-0.7694,1
-0.0882,3.785,-1.2898,0.2077,1
0.3552,2.3066,-0.7061,-0.3746,1
-0.5292,3.6936,-0.4791,-0.5039,1
0.3065,3.5248,-0.0534,-0.1148,1
0.4572,3.8457,0.4308,0.0515,1
0.889,5.2471,-0.7302,0.461,1
1.7828,3.0275,-0.0159,-0.1786,1
0.4408,4.52,-0.3346,0.6563,1
-0.8567,3.8617,0.5118,0.9767,1
-0.5127,4.7823,0.11,-0.7912,1
-0.9552,2.7952,-0.2517,-0.2084,1
0.0279,5.2777,0.2112,1.3265,1
-0.2434,4.7893,0.2072,0.7533,1
-0.3787,4.8453,0.8145,-0.3604,1
-0.0749,4.5043,-0.2174,-0.4376,1
1.8327,3.7703,0.867,-0.2542,1
-0.2071,4.7971,-0.103,-0.4494,1
-0.7199,4.2727,-0.3331,0.044,1
-2.2573,3.4419,-0.0902,-0.2563,1
-0.9936,3.1165,0.0353,0.7435,1
-1.3984,3.7237,0.4885,0.1672,1
-0.0938,3.5493,0.0066,-0.0505,1
-2.1865,3.2842,-0.9748,0.6455,1
0.8226,3.2118,0.4024,1.2243,1
-0.6231,5.2993,0.1813,-0.1183,1
-1.1059,3.4441,-0.1975,-1.1579,1
0.5305,3.6783,0.2296,-0.2096,1
2.9983,2.3427,-0.4665,0.3526,1
2.3585,3.0076,0.9146,-0.4585,1
1.2934,4.0754,1.115,0.891,1
-0.6477,6.9357,-0.5621,-0.1568,1
1.8079,3.2652,-0.3207,0.0653,1
0.4525,4.3872,-0.3728,0.0984,1
0.6374,5.504,0.1641,-0.6265,1
0.0284,3.3794,0.6595,-0.8377,1
0.5597,2.9346,0.636,0.3856,1
0.2193,4.5049,-0.1684,0.3379,1
-0.0496,4.7312,0.0293,-1.2406,1
-0.5137,5.5175,0.7263,0.0523,1
-0.126,3.6648,0.3153,0.2895,1
-0.9791,4.6617,0.6164,-0.4774,1
-0.1868,4.4636,0.3614,-0.2103,1
-0.5287,3.5361,0.1926,0.2146,1
-0.0194,2.6358,-0.545,0.3184,1
-1.2211,4.2264,-0.1804,-0.3011,1
0.0267,5.6764,0.1444,-0.1478,1
-1.4734,4.5122,0.5684,0.3037,1
1.166,4.4766,-0.6516,-0.0225,1
0.5249,4.721,-0.2465,-0.0317,1
0.3659,5.2713,0.5026,0.3232,1
0.3962,2.9747,-0.5505,-0.0459,1
1.0416,4.3954,0.2805,-0.7508,1
-1.4617,5.1199,-0.0173,-0.6568,1
0.8822,4.258,1.4757,0.625,1
0.3467,3.8489,0.1161,-0.0513,1
-1.4388,4.9275,0.1374,-1.3774,1
-0.6355,3.1713,0.4904,-0.022,1
1.4874,2.4085,-0.5379,0.5335,1
-0.6552,2.9414,-0.2633,-0.3799,1
0.5393,5.1182,-0.7935,-0.1454,1
4.0142,-3.9178,0.4166,0.0599,2
3.4202,-5.1119,-0.9124,-0.1856,2
4.0144,-3.0783,-0.1889,1.1619,2
3.9235,-4.4833,0.1903,-0.4853,2
4.2089,-6.0641,0.338,0.0333,2
4.2106,-3.8452,-0.6369,-0.4493,2
5.5664,-3.5054,-0.2986,0.2105,2
4.4077,-2.0455,0.5552,0.2056,2
3.5508,-2.2163,-0.0508,-0.4353,2
2.7798,-4.8624,-0.182,0.3827,2
4.9132,-2.8489,0.0765,0.4157,2
6.2593,-3.0897,0.8014,-0.7553,2
3.2582,-4.7511,-1.3385,0.0368,2
5.3924,-4.5353,0.0977,-0.427,2
3.5083,-3.7147,-0.5979,0.587,2
2.0812,-3.6778,-0.2457,0.7446,2
4.7618,-6.0842,-1.2112,-0.5007,2
3.4978,-4.189,0.0151,0.3368,2
2.634,-5.8005,0.1262,-0.1805,2
3.8966,-4.6418,-0.0866,0.7433,2
2.3767,-5.2255,0.3208,0.7837,2
3.7944,-5.2627,-1.0006,0.1303,2
2.7506,-1.8244,1.1708,0.1132,2
4.4855,-4.1179,0.5709,-0.0015,2
4.0634,-2.6396,0.3131,1.0655,2
2.3632,-4.5556,-0.452,0.4209,2
3.5064,-3.3977,-0.5845,-0.0472,2
6.297,-2.3616,-0.9393,0.1823,2
4.8264,-4.4934,-0.5512,0.331,2
4.1008,-3.4475,-0.079,1.1656,2
3.0862,-4.496,0.2574,0.3659,2
2.6213,-2.7027,-0.7291,0.0032,2
3.693,-4.7076,0.5666,-1.1735,2
3.2692,-4.9028,0.4374,0.7752,2
4.7755,-2.6047,-1.1123,0.0818,2
2.617,-4.375,0.1223,0.0473,2
5.3758,-5.9786,-0.4179,-0.7403,2
2.3612,-2.9942,0.0912,0.7783,2
5.1852,-3.9318,-0.4848,0.4959,2
3.3084,-5.1994,-0.5752,0.0609,2
5.2655,-3.9474,0.6122,0.0457,2
3.5736,-1.2788,0.9105,0.0985,2
3.1678,-5.609,0.2007,-0.1278,2
4.467,-3.677,0.2181,0.5711,2
4.3142,-4.7234,-0.3853,0.2916,2
2.9282,-3.2817,0.3571,-0.0219,2
3.2186,-5.7763,-0.562,-0.813,2
4.0267,-4.4423,-0.4603,0.4363,2
4.1293,-3.9524,0.2791,0.5182,2
2.3972,-3.2933,-0.9045,-0.3972,2
5.0121,-3.3088,0.3324,0.091,2
5.413,-5.5408,-0.1526,0.0237,2
6.0353,-2.9735,0.5192,-0.3807,2
6.2497,-3.5282,-0.503,1.1727,2
2.5731,-4.8687,-0.117,-0.4902,2
4.5272,-3.7232,0.0568,0.9469,2
2.366,-2.6336,-0.4123,0.7311,2
5.9052,-1.6984,-0.0953,-0.5816,2
4.3279,-4.0534,-0.8814,0.3678,2
3.0773,-2.558,0.4826,-0.1407,2
4.0362,-4.2426,-0.2287,1.5492,2
3.0638,-3.9447,0.4957,-0.1922,2
3.3715,-5.3291,0.596,0.356,2
4.4699,-5.5088,0.2518,0.1427,2
3.6619,-5.3767,-0.0283,-0.4354,2
4.08,-3.9367,-0.1691,0.441,2
3.9339,-3.4709,0.2092,0.5041,2
3.0359,-4.3453,0.461,0.0768,2
5.1258,-3.2548,-0.2223,0.4403,2
3.7425,-3.0434,0.9269,0.5458,2
